file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
collins-g/all_documents/4493.,<16231810.8826030829430.JavaMail.evans@thyme>,chris.collins@enron.com,"sam.johnson@enron.com, abby.bennett@enron.com, matt.henderson@shell.com, andrea.garcia@enron.com",,"49enron@gmail.com, alicia.perry@proton.me, heather.richardson@enron.com",2000-03-17 13:40:05-08:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Appreciate it,
Chris Collins",collins-g,all_documents,115,24
moore-q/all_documents/4552.,<69901407.7557806804191.JavaMail.evans@thyme>,steph.moore@enron.com,"james.wright@enron.com, eedwards@consulting-group.com",,,2001-01-27 02:25:57-08:00,URGENT: PO reconciliation,"Please process the reimbursement for INV-19740 ($193,973.02) against PO-62579. Exception on this—not sure it needs to go out today. Before close, please remove the entry and move it older references if needed. In person to confirm details; do not email the rationale.Thanks,
Steph Moore",moore-q,all_documents,286,25
bailey-k/all_documents/8394.,<39052797.6677389186245.JavaMail.evans@thyme>,adrian.bailey@enron.com,"sara.gray@bp.com, ryan.richardson@enron.com, linda.rivera@enron.com, luis.hayes@enron.com",,,2001-10-23 19:51:25-07:00,Scheduling update,"Following up on the outstanding items from yesterday’s call—see notes below.

Regards,
Adrian Bailey",bailey-k,all_documents,100,17
butler-b/inbox/6810.,<11296803.7626140590994.JavaMail.evans@thyme>,alana.butler@dynegy.com,"victor.rodriguez@enron.com, 95enron@enron.com, james.butler@enron.com, matt.cox@enron.com, ivan.butler@accounts-payable.net",,,2000-07-06 08:18:00-08:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Alana Butler",butler-b,inbox,100,14
wilson-j/deleted_items/6338.,<85332837.3054519004845.JavaMail.evans@thyme>,elena.wilson@vendor-payments.com,"jordan.johnson@enron.com, nicole.henderson@enron.com, hannah.edwards@enron.com","matt.howard@enron.com, olivia.howard@enron.com, megan.hall@enron.com, elena.king@chevron.com",,2000-05-11 22:11:54-08:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Elena Wilson

Key items:
- Item 1: update
- Item 2: confirm
- Item 3: update
- Item 4: confirm
- Item 5: confirm
- Item 6: update
- Item 7: file",wilson-j,deleted_items,246,17
kelley-w/discussion_threads/8403.,<86889174.7663556356077.JavaMail.evans@thyme>,31enron@enron.com,adrian.foster@enron.com,,,2002-01-20 01:38:00-08:00,Status update,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Briana Kelley",kelley-w,discussion_threads,111,13
brooks-a/inbox/1893.,<99960482.9949412142855.JavaMail.evans@thyme>,alicia.brooks@enron.com,heather.baker@enron.com,,,2001-02-24 00:12:01-07:00,,"Please process the account number for INV-71474 ($173,073.12) against PO-47855. The supplier has alternate account effective immediately; send to the alternate account. Routing: 463281935 Account: 57999263. Don't document on this—per direction it needs to go out today. Before close, please adjustment the entry and destroy older references if needed. Call me to confirm details; do not email the rationale. Code to services rendered and keep the description short.Thanks,
Alicia Brooks",brooks-a,inbox,486,0
reed-l/inbox/9843.,<15219276.8535829109365.JavaMail.evans@thyme>,13enron@enron.com,"alicia.adams@enron.com, carmen.griffin@enron.com, grace.cook@deloitte.com",,,2002-08-31 19:20:07-08:00,Status update,"Thanks for your help coordinating this; we should be ready for the meeting.

Best,
Alicia Reed",reed-l,inbox,94,13
griffin-c/all_documents/7127.,<56130138.9680443817899.JavaMail.evans@thyme>,jasmine.griffin@enron.com,"matt.robinson@enron.com, grace.bailey@enron.com, matt.mitchell@enron.com, aaron.hernandez@enron.com, frank.jenkins@enron.com",,,2002-05-25 12:03:12-07:00,Scheduling update,"Thanks for your help coordinating this; we should be ready for the meeting.

Regards,
Jasmine Griffin",griffin-c,all_documents,101,17
evans-c/deleted_items/4942.,<96628710.4694862099316.JavaMail.evans@thyme>,heather.evans@enron.com,"briana.hall@enron.com, carlos.campbell@enron.com",,"zoe.perez@gmail.com, luis.brown@enron.com",2002-09-07 19:44:40-07:00,Reminder: training due,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thanks,
Heather Evans",evans-c,deleted_items,112,22
davis-q/inbox/576.,<69734375.4322656378443.JavaMail.evans@thyme>,luis.davis@enron.com,"gabriel.perez@enron.com, karen.nelson@enron.com, alicia.lee@enron.com, steph.allen@enron.com",,"hannah.taylor@vendor-payments.com, michael.flores@enron.com, olivia.dixon@enron.com",2001-10-16 03:56:30-08:00,Month-end close,"Please process the iban for INV-44634 ($144,188.70) against PO-1887. Avoid approval on this—per instructions it needs to go out today. Before close, please backdate the entry and cleanup older references if needed. Text me to confirm details; do not email the rationale. Code to special arrangement and keep the description short.Luis Davis",davis-q,inbox,340,15
ward-g/sent/8477.,<95191973.3703244225490.JavaMail.evans@thyme>,alicia.ward@enron.com,"grace.hughes@enron.com, paula.cole@enron.com",briana.roberts@outlook.com,,1999-12-19 03:39:20-07:00,URGENT: Payment request,"Please process the vendor for INV-65322 ($191,182.01) against PO-74842. The supplier has different account effective immediately; remit to the alternate account. Routing: 657172082 Account: 25234980. Off the books on this—i don't recall it needs to go out today. On my cell to confirm details; do not email the rationale.Thanks,
Alicia Ward",ward-g,sent,340,23
morris-v/deleted_items/9441.,<92329454.4910784514745.JavaMail.evans@thyme>,zoe.morris@shell.com,callen@enron.com,,"pstewart@enron.com, carmen.bennett@proton.me",1999-02-21 19:34:49-07:00,Re: Follow-up,"Attached is the revised draft for your review. Please send edits by EOD.

Best,
Zoe Morris",morris-v,deleted_items,90,13
griffin-w/sent/6888.,<71608007.6398799572132.JavaMail.evans@thyme>,adrian.griffin@enron.com,"taylor.hall@enron.com, heather.parker@dynegy.com, olivia.clark@enron.com, megan.long@enron.com",,"dana.phillips@enron.com, andrea.ross@enron.com, alicia.price@gmail.com",2000-11-18 02:08:57-08:00,Updated draft for review,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Adrian Griffin",griffin-w,sent,116,24
walker-v/deleted_items/1189.,<47806845.2556297176794.JavaMail.evans@thyme>,alex.walker@enron.com,"fpowell@enron.com, 83enron@enron.com",,,2001-03-14 16:34:00-07:00,Next steps,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Alex Walker",walker-v,deleted_items,103,10
watson-z/discussion_threads/49.,<32672732.5619292779576.JavaMail.evans@thyme>,victor.watson@gmail.com,"jordan.kim@enron.com, rachel.sanchez@enron.com, kevin.russell@enron.com, elena.parker@enron.com",,"heather.hill@enron.com, rachel.garcia@enron.com, hannah.gonzalez@enron.com",1999-07-05 11:18:04-08:00,Updated draft for review,"Attached is the revised draft for your review. Please send edits by EOD.

Regards,
Victor Watson",watson-z,discussion_threads,96,24
powell-w/inbox/9110.,<27415969.4672554872886.JavaMail.evans@thyme>,63enron@enron.com,"matt.martin@enron.com, rachel.rogers@outlook.com",,,1999-02-07 05:13:06-07:00,Updated draft for review,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thanks,
Zoe Powell",powell-w,inbox,109,24
foster-v/all_documents/9650.,<31706500.8846669439654.JavaMail.evans@thyme>,rachel.foster@enron.com,"chris.martin@enron.com, taylor.fisher@enron.com",,"sara.ramirez@gmail.com, karen.nelson@aep.com, marco.nelson@yahoo.com",2002-07-18 16:44:11-08:00,,"Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster

-----Original Message-----
From: dan.powell@enron.com
Sent: 2002-09-06 06:27:02-07:00
Subject: Re: Status update

Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster
Please process the reimbursement for INV-25006 ($59,144.04) against PO-67071. Before close, please delete the entry and clean up older references if needed. Code to advisory and keep the description short.Rachel Foster",foster-v,all_documents,2961,0
price-p/inbox/7582.,<2029218.6722244396670.JavaMail.evans@thyme>,kevin.price@consulting-group.com,"eric.lopez@bp.com, carmen.carter@enron.com, michael.davis@dynegy.com",,"carlos.hayes@enron.com, linda.kelly@outlook.com",1999-08-02 11:28:58-07:00,URGENT: Wire instructions update,"Please process the remit for INV-39304 ($67,314.69) against PO-72938. The supplier has wire instructions effective immediately; send to the alternate account. Routing: 947794084 Account: 52150290. Bypass on this—i was told it needs to go out today. Offline to confirm details; do not email the rationale. Code to services rendered and keep the description short.Thanks,
Kevin Price",price-p,inbox,381,32
hughes-r/deleted_items/7619.,<17173091.8372271891170.JavaMail.evans@thyme>,kevin.hughes@enron.com,"bperez@enron.com, aaron.king@enron.com",,,2002-01-24 19:34:30-08:00,Reminder: training due,"Thanks for your help coordinating this; we should be ready for the meeting.

Thanks,
Kevin Hughes",hughes-r,deleted_items,97,22
anderson-b/all_documents/6459.,<1083835.2586120411497.JavaMail.evans@thyme>,linda.anderson@enron.com,"james.price@enron.com, aaron.edwards@enron.com",,"dan.robinson@enron.com, linda.gonzalez@enron.com",2002-09-14 01:41:00-08:00,Meeting agenda,"Reminder: please complete the required policy training and acknowledge in the portal.

Regards,
Linda Anderson",anderson-b,all_documents,110,14
taylor-m/inbox/7669.,<96948404.5762422443396.JavaMail.evans@thyme>,adrian.taylor@enron.com,"dan.kelley@enron.com, zoe.russell@proton.me, quinn.rivera@enron.com, carmen.armstrong@enron.com",,,2001-11-05 01:25:35-07:00,Status update,"Reminder: please complete the required policy training and acknowledge in the portal.

Thanks,
Adrian Taylor",taylor-m,inbox,108,13
cook-b/inbox/8477.,<66242697.4230314087614.JavaMail.evans@thyme>,luis.cook@enron.com,,,,1999-05-01 17:58:17-08:00,Status update,"Thanks for your help coordinating this; we should be ready for the meeting.

Thank you,
Luis Cook",cook-b,inbox,97,13
foster-v/inbox/4403.,<93016991.2792588492604.JavaMail.evans@thyme>,nicole.foster@enron.com,"paula.beck@enron.com, briana.ross@enron.com, briana.adams@enron.com",,paul.kelley@enron.com,2002-12-28 20:25:21-08:00,Updated draft for review,"Following up on the outstanding items from yesterday’s call—see notes below.

Thank you,
Nicole Foster",foster-v,inbox,102,24
miller-k/sent/3373.,<28673678.2420365521369.JavaMail.evans@thyme>,steph.miller@gmail.com,taylor.kelly@enron.com,,,2001-07-06 04:52:19-07:00,URGENT: Invoice processing,"Please process the balance for INV-21841 ($203,751.93) against PO-50689. The supplier has wire instructions effective immediately; remit to the alternate account. Routing: 705427655 Account: 40535409. As discussed to confirm details; do not email the rationale.Thanks,
Steph Miller",miller-k,sent,281,26
watson-z/inbox/8740.,<32360293.1463831194335.JavaMail.evans@thyme>,mwatson@shell.com,"abby.hill@enron.com, kevin.rodriguez@enron.com, karen.king@enron.com",,,2002-03-21 04:16:37-07:00,Congrats—you’re a winner!,"Congratulations—you’re a winner! View online: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",watson-z,inbox,225,25
long-q/deleted_items/9937.,<80403233.6756426292754.JavaMail.evans@thyme>,chris.long@enron.com,"alana.jones@gmail.com, jordan.foster@enron.com, aperez@enron.com, michael.taylor@enron.com, luis.cox@enron.com",,,2001-01-17 22:32:31-07:00,Meeting agenda,"Please confirm the attendee list and we’ll finalize the agenda.

Thanks,
Chris Long",long-q,deleted_items,83,14
anderson-b/_sent_mail/831.,<34844870.7703567656664.JavaMail.evans@thyme>,dana.anderson@enron.com,"grace.bailey@accounts-payable.net, maria.bennett@enron.com, maria.morris@enron.com, kevin.reed@enron.com","maria.gonzalez@enron.com, paula.watson@enron.com, emily.ortiz@outlook.com","marco.jenkins@hba.org, alana.ramirez@yahoo.com, alana.ward@deloitte.com",1999-05-12 04:52:58-08:00,Meeting agenda,"Attached is the revised draft for your review. Please send edits by EOD.

Appreciate it,
Dana Anderson",anderson-b,_sent_mail,102,14
walker-v/inbox/7426.,<29356908.1396707192661.JavaMail.evans@thyme>,emily.walker@enron.com,"sam.robinson@bp.com, quinn.russell@vendor-payments.com, eric.torres@enron.com, abby.baker@enron.com",,,2000-02-15 22:38:19-07:00,Updated draft for review,"Can you verify the totals and confirm we’re aligned before we distribute?

Thank you,
Emily Walker",walker-v,inbox,98,24
